Year,Month,Day,Max Temp (°C),Min Temp (°C),Mean Temp (°C),Total Rain (mm),Total Snow (cm),Total Precip (mm)
2016,5,20,23.0,4.5,13.8,0.0,0.0,0.0
2016,5,21,24.0,11.0,17.5,0.0,0.0,0.0
2016,5,22,24.5,12.0,18.3,0.0,0.0,0.0
2016,5,23,27.0,8.0,17.5,0.0,0.0,0.0
2016,5,24,29.5,8.5,19.0,0.0,0.0,0.0
2016,5,25,29.5,13.5,21.5,0.0,0.0,0.0
2016,5,26,25.5,15.0,20.3,5.6,0.0,5.6
2016,5,27,29.0,15.5,22.3,3.6,0.0,3.6
2016,5,28,32.0,17.0,24.5,0.0,0.0,0.0
2016,5,29,31.0,19.0,25.0,0.0,0.0,0.0
2016,5,30,27.5,17.5,22.5,0.0,0.0,0.0
2016,5,31,25.5,12.5,19.0,0.0,0.0,0.0
2016,6,1,20.0,10.5,15.3,0.4,0.0,0.4
2016,6,2,30.0,14.5,22.3,0.0,0.0,0.0
2016,6,3,26.0,11.5,18.8,0.0,0.0,0.0
2016,6,4,28.5,12.5,20.5,11.2,0.0,11.2
2016,6,5,24.0,16.0,20.0,2.0,0.0,2.0
2016,6,6,26.0,15.0,20.5,2.6,0.0,2.6
2016,6,7,20.0,14.5,17.3,0.0,0.0,0.0
2016,6,8,14.0,7.0,10.5,0.0,0.0,0.0
2016,6,9,20.5,7.0,13.8,0.0,0.0,0.0
2016,6,10,24.0,5.0,14.5,20.6,0.0,20.6
2016,6,11,30.5,11.0,20.8,0.0,0.0,0.0
2016,6,12,20.5,12.5,16.5,0.0,0.0,0.0
2016,6,13,18.0,10.5,14.3,0.0,0.0,0.0
2016,6,14,23.0,6.5,14.8,0.0,0.0,0.0
2016,6,15,26.0,7.5,16.8,0.4,0.0,0.4
2016,6,16,26.5,15.0,20.8,0.0,0.0,0.0
2016,6,17,30.0,11.5,20.8,0.0,0.0,0.0
2016,6,18,32.0,13.0,22.5,0.0,0.0,0.0
2016,6,19,33.0,14.5,23.8,0.0,0.0,0.0
2016,6,20,34.5,21.5,28.0,0.0,0.0,0.0
2016,6,21,26.0,13.0,19.5,0.2,0.0,0.2
2016,6,22,25.5,15.0,20.3,0.0,0.0,0.0
2016,6,23,25.0,10.5,17.8,0.0,0.0,0.0
2016,6,24,28.0,12.5,20.3,0.0,0.0,0.0
2016,6,25,30.0,12.0,21.0,0.0,0.0,0.0
2016,6,26,33.0,14.5,23.8,2.8,0.0,2.8
2016,6,27,32.5,21.5,27.0,0.0,0.0,0.0
2016,6,28,23.5,15.0,19.3,0.0,0.0,0.0
2016,6,29,26.0,14.0,20.0,0.0,0.0,0.0
2016,6,30,28.0,9.0,18.5,0.0,0.0,0.0
2016,7,1,22.5,12.0,17.3,3.2,0.0,3.2
2016,7,2,25.5,12.0,18.8,0.0,0.0,0.0
2016,7,3,28.5,11.5,20.0,0.0,0.0,0.0
2016,7,4,29.5,11.0,20.3,0.0,0.0,0.0
2016,7,5,32.0,17.0,24.5,0.0,0.0,0.0
2016,7,6,32.5,16.5,24.5,0.0,0.0,0.0
2016,7,7,31.0,22.0,26.5,1.8,0.0,1.8
2016,7,8,29.5,19.5,24.5,0.2,0.0,0.2
2016,7,9,27.0,19.5,23.3,0.6,0.0,0.6
2016,7,10,28.5,16.5,22.5,0.0,0.0,0.0
2016,7,11,27.5,15.0,21.3,0.0,0.0,0.0
2016,7,12,33.5,18.0,25.8,0.0,0.0,0.0
2016,7,13,35.5,20.0,27.8,14.4,0.0,14.4
2016,7,14,31.0,20.5,25.8,2.4,0.0,2.4
2016,7,15,27.5,18.5,23.0,0.0,0.0,0.0
2016,7,16,24.0,14.5,19.3,0.0,0.0,0.0
2016,7,17,27.5,11.5,19.5,0.0,0.0,0.0
2016,7,18,30.0,20.0,25.0,0.0,0.0,0.0
2016,7,19,26.0,12.0,19.0,0.0,0.0,0.0
2016,7,20,29.5,11.0,20.3,0.0,0.0,0.0
2016,7,21,33.0,16.0,24.5,0.0,0.0,0.0
2016,7,22,35.5,23.0,29.3,0.0,0.0,0.0
2016,7,23,33.0,22.0,27.5,0.0,0.0,0.0
2016,7,24,28.0,18.5,23.3,12.6,0.0,12.6
2016,7,25,31.5,20.5,26.0,0.0,0.0,0.0
2016,7,26,30.5,17.0,23.8,0.0,0.0,0.0
2016,7,27,34.0,15.5,24.8,0.2,0.0,0.2
2016,7,28,30.0,20.5,25.3,4.0,0.0,4.0
2016,7,29,28.0,18.0,23.0,0.0,0.0,0.0
2016,7,30,27.5,18.0,22.8,0.0,0.0,0.0
2016,7,31,25.5,19.5,22.5,0.6,0.0,0.6
2016,8,1,29.5,17.0,23.3,1.0,0.0,1.0
2016,8,2,30.5,16.0,23.3,0.0,0.0,0.0
2016,8,3,31.5,15.0,23.3,0.0,0.0,0.0
2016,8,4,33.5,18.0,25.8,0.0,0.0,0.0
2016,8,5,32.5,21.0,26.8,9.2,0.0,9.2
2016,8,6,30.5,18.5,24.5,0.0,0.0,0.0
2016,8,7,28.5,17.0,22.8,0.0,0.0,0.0
2016,8,8,29.5,15.5,22.5,0.0,0.0,0.0
2016,8,9,32.5,13.5,23.0,0.0,0.0,0.0
2016,8,10,35.5,19.5,27.5,0.0,0.0,0.0
2016,8,11,34.5,19.0,26.8,0.4,0.0,0.4
2016,8,12,35.5,24.5,30.0,1.2,0.0,1.2
2016,8,13,30.0,22.0,26.0,30.6,0.0,30.6
2016,8,14,29.5,20.5,25.0,0.0,0.0,0.0
2016,8,15,27.5,16.0,21.8,9.2,0.0,9.2
2016,8,16,28.5,20.5,24.5,2.2,0.0,2.2
2016,8,17,27.5,15.0,21.3,0.0,0.0,0.0
2016,8,18,29.5,19.0,24.3,0.0,0.0,0.0
2016,8,19,30.0,17.0,23.5,1.6,0.0,1.6
2016,8,20,32.0,19.5,25.8,0.4,0.0,0.4
2016,8,21,26.5,21.0,23.8,0.0,0.0,0.0
2016,8,22,24.0,11.5,17.8,0.0,0.0,0.0
2016,8,23,29.0,12.0,20.5,0.0,0.0,0.0
2016,8,24,29.5,15.0,22.3,7.0,0.0,7.0
2016,8,25,30.0,21.5,25.8,21.0,0.0,21.0
2016,8,26,29.5,18.5,24.0,0.0,0.0,0.0
2016,8,27,28.0,15.0,21.5,0.2,0.0,0.2
2016,8,28,30.0,19.5,24.8,0.0,0.0,0.0
2016,8,29,27.5,16.5,22.0,0.0,0.0,0.0
2016,8,30,30.0,14.5,22.3,0.0,0.0,0.0
2016,8,31,29.0,21.5,25.3,0.0,0.0,0.0
2016,9,1,22.5,13.5,18.0,0.0,0.0,0.0
2016,9,2,24.0,13.5,18.8,0.0,0.0,0.0
2016,9,3,26.0,11.0,18.5,0.0,0.0,0.0
2016,9,4,25.5,9.0,17.3,0.0,0.0,0.0
2016,9,5,29.5,12.0,20.8,0.0,0.0,0.0
2016,9,6,32.5,18.0,25.3,0.0,0.0,0.0
2016,9,7,35.0,19.5,27.3,16.2,0.0,16.2
2016,9,8,29.5,22.0,25.8,0.0,0.0,0.0
2016,9,9,29.5,18.5,24.0,0.0,0.0,0.0
2016,9,10,28.5,16.5,22.5,4.0,0.0,4.0
2016,9,11,23.0,14.0,18.5,0.0,0.0,0.0
2016,9,12,24.5,8.5,16.5,0.0,0.0,0.0
2016,9,13,28.5,11.5,20.0,0.0,0.0,0.0
2016,9,14,22.5,16.5,19.5,0.0,0.0,0.0
2016,9,15,21.5,9.5,15.5,0.0,0.0,0.0
2016,9,16,24.0,8.0,16.0,0.8,0.0,0.8
2016,9,17,23.0,16.5,19.8,7.4,0.0,7.4
2016,9,18,27.0,16.0,21.5,0.0,0.0,0.0
2016,9,19,27.5,13.5,20.5,0.0,0.0,0.0
2016,9,20,29.0,17.0,23.0,0.0,0.0,0.0
2016,9,21,27.5,10.5,19.0,0.0,0.0,0.0
2016,9,22,30.0,12.0,21.0,0.0,0.0,0.0
2016,9,23,17.5,13.0,15.3,0.6,0.0,0.6
2016,9,24,20.0,7.5,13.8,0.0,0.0,0.0
2016,9,25,19.5,5.5,12.5,0.0,0.0,0.0
2016,9,26,18.0,8.5,13.3,11.4,0.0,11.4
2016,9,27,22.0,7.5,14.8,0.0,0.0,0.0
2016,9,28,22.5,10.0,16.3,0.0,0.0,0.0
2016,9,29,16.0,12.5,14.3,0.8,0.0,0.8
2016,9,30,18.0,13.5,15.8,0.0,0.0,0.0
2016,10,1,15.5,13.0,14.3,1.4,0.0,1.4
2016,10,2,20.5,14.5,17.5,6.6,0.0,6.6
2016,10,3,18.5,13.0,15.8,0.4,0.0,0.4
2016,10,4,20.0,11.0,15.5,0.0,0.0,0.0
2016,10,5,22.0,10.5,16.3,0.0,0.0,0.0
2016,10,6,24.5,13.5,19.0,0.0,0.0,0.0
2016,10,7,23.0,12.0,17.5,6.0,0.0,6.0
2016,10,8,19.5,13.5,16.5,0.4,0.0,0.4
2016,10,9,13.5,5.0,9.3,0.0,0.0,0.0
2016,10,10,14.0,-0.5,6.8,0.0,0.0,0.0
2016,10,11,18.0,0.5,9.3,0.0,0.0,0.0
2016,10,12,22.5,6.0,14.3,0.0,0.0,0.0
2016,10,13,13.0,10.5,11.8,0.0,0.0,0.0
2016,10,14,15.5,0.5,8.0,0.0,0.0,0.0
2016,10,15,19.0,4.0,11.5,0.4,0.0,0.4
2016,10,16,20.5,13.0,16.8,4.6,0.0,4.6
2016,10,17,21.5,14.0,17.8,0.2,0.0,0.2
2016,10,18,25.0,14.5,19.8,1.6,0.0,1.6
2016,10,19,21.0,9.0,15.0,4.4,0.0,4.4
2016,10,20,14.0,11.0,12.5,11.4,0.0,11.4
2016,10,21,9.5,7.0,8.3,2.4,0.0,2.4
2016,10,22,8.5,3.0,5.8,0.0,0.0,0.0
2016,10,23,14.0,3.0,8.5,0.0,0.0,0.0
2016,10,24,10.5,5.5,8.0,0.0,0.0,0.0
2016,10,25,8.0,3.0,5.5,0.0,0.0,0.0
2016,10,26,5.5,-3.5,1.0,4.4,1.6,7.6
2016,10,27,3.5,0.0,1.8,6.8,0.0,6.8
2016,10,28,13.0,0.0,6.5,0.0,0.0,0.0
2016,10,29,19.0,7.5,13.3,0.4,0.0,0.4
2016,10,30,9.0,3.0,6.0,0.6,0.0,0.6
2016,10,31,9.0,-2.5,3.3,0.0,0.0,0.0
2016,11,1,17.0,0.5,8.8,0.0,0.0,0.0
2016,11,2,19.0,8.5,13.8,23.0,0.0,23.0
2016,11,3,14.5,8.5,11.5,0.0,0.0,0.0
2016,11,4,12.0,1.0,6.5,0.0,0.0,0.0
2016,11,5,16.5,4.5,10.5,0.0,0.0,0.0
2016,11,6,14.5,3.0,8.8,0.0,0.0,0.0
2016,11,7,17.5,-1.0,8.3,0.0,0.0,0.0
2016,11,8,16.5,0.5,8.5,1.4,0.0,1.4
2016,11,9,7.5,5.0,6.3,0.0,0.0,0.0
2016,11,10,17.5,-1.5,8.0,0.6,0.0,0.6
2016,11,11,6.0,4.0,5.0,0.0,0.0,0.0
2016,11,12,10.0,-4.5,2.8,0.0,0.0,0.0
2016,11,13,13.5,1.5,7.5,0.0,0.0,0.0
2016,11,14,14.0,3.0,8.5,0.0,0.0,0.0
2016,11,15,14.5,-1.0,6.8,0.0,0.0,0.0
2016,11,16,12.5,1.5,7.0,0.0,0.0,0.0
2016,11,17,12.0,-0.5,5.8,0.0,0.0,0.0
2016,11,18,18.0,1.5,9.8,0.0,0.0,0.0
2016,11,19,13.5,3.0,8.3,4.8,1.2,6.2
2016,11,20,0.5,-1.5,-0.5,0.0,4.0,4.6
2016,11,21,0.5,-4.5,-2.0,0.0,0.2,0.2
2016,11,22,2.0,-3.0,-0.5,0.0,0.0,0.0
2016,11,23,2.0,-7.0,-2.5,3.2,2.0,5.2
2016,11,24,5.0,-1.5,1.8,2.0,0.0,2.0
2016,11,25,7.0,2.0,4.5,1.6,0.0,1.6
2016,11,26,7.0,2.0,4.5,0.4,0.0,0.4
2016,11,27,8.5,1.0,4.8,0.0,0.0,0.0
2016,11,28,8.5,1.0,4.8,3.2,0.0,3.2
2016,11,29,14.5,5.0,9.8,0.0,0.0,0.0
2016,11,30,11.5,2.0,6.8,8.2,0.0,8.2
2016,12,1,5.5,-1.0,2.3,0.0,0.0,0.0
2016,12,2,5.5,1.0,3.3,1.2,0.0,1.2
2016,12,3,5.0,0.0,2.5,0.0,0.0,0.0
2016,12,4,2.5,-1.5,0.5,0.0,4.4,8.6
2016,12,5,5.5,-1.0,2.3,0.0,0.0,0.0
2016,12,6,5.0,-1.5,1.8,5.4,0.0,5.4
2016,12,7,3.5,0.5,2.0,0.0,0.0,0.0
2016,12,8,0.5,-2.0,-0.8,0.0,0.2,0.0
2016,12,9,-0.5,-6.5,-3.5,0.0,0.0,0.0
2016,12,10,-2.0,-10.0,-6.0,0.0,0.0,0.0
2016,12,11,0.5,-6.5,-3.0,0.0,15.6,16.0
2016,12,12,2.5,-4.0,-0.8,0.0,0.0,0.0
2016,12,13,-1.0,-4.0,-2.5,0.0,0.0,0.0
2016,12,14,-4.5,-10.5,-7.5,0.0,1.0,1.0
2016,12,15,-8.0,-13.0,-10.5,0.0,7.4,5.8
2016,12,16,-4.0,-16.0,-10.0,0.0,9.0,11.8
2016,12,17,0.5,-9.0,-4.3,1.2,1.0,2.0
2016,12,18,-4.0,-8.0,-6.0,0.0,0.0,0.0
2016,12,19,-5.5,-13.0,-9.3,0.0,0.0,0.0
2016,12,20,0.5,-14.0,-6.8,0.0,0.0,0.0
2016,12,21,1.0,-8.5,-3.8,0.0,1.8,1.4
2016,12,22,4.0,-2.0,1.0,0.0,0.0,0.0
2016,12,23,2.5,-3.0,-0.3,1.6,0.6,2.6
2016,12,24,4.0,1.0,2.5,0.0,0.0,0.0
2016,12,25,2.0,-0.5,0.8,2.0,0.0,2.0
2016,12,26,9.5,-6.0,1.8,14.4,0.0,14.4
2016,12,27,2.0,-1.0,0.5,0.0,0.0,0.0
2016,12,28,1.0,-3.5,-1.3,0.0,7.4,7.6
2016,12,29,2.5,-2.0,0.3,0.0,0.2,0.2
2016,12,30,-1.0,-4.0,-2.5,0.0,0.4,0.4
2016,12,31,3.5,-4.0,-0.3,1.0,0.0,1.0
2017,1,1,3.0,-2.5,0.3,0.0,0.0,0.0
2017,1,2,4.5,-5.0,-0.3,3.4,0.0,3.4
2017,1,3,4.0,2.5,3.3,16.0,0.0,16.0
2017,1,4,1.5,-7.0,-2.8,0.0,0.0,0.0
2017,1,5,-6.5,-9.0,-7.8,0.0,0.0,0.0
2017,1,6,-7.0,-13.0,-10.0,0.0,0.0,0.0
2017,1,7,-7.5,-15.0,-11.3,0.0,0.0,0.0
2017,1,8,-7.0,-12.5,-9.8,0.0,0.0,0.0
2017,1,9,-1.5,-13.0,-7.3,0.0,5.0,3.8
2017,1,10,7.5,-4.5,1.5,14.4,2.8,18.2
2017,1,11,8.0,0.0,4.0,15.8,0.0,15.8
2017,1,12,2.5,0.5,1.5,1.2,0.0,1.2
2017,1,13,-3.0,-6.0,-4.5,0.0,0.0,0.0
2017,1,14,-2.5,-10.5,-6.5,0.0,0.0,0.0
2017,1,15,0.5,-6.0,-2.8,0.0,0.0,0.0
2017,1,16,3.0,-7.0,-2.0,3.6,0.0,3.6
2017,1,17,2.0,-3.0,-0.5,8.4,0.0,8.4
2017,1,18,3.5,0.0,1.8,0.0,0.0,0.0
2017,1,19,2.5,1.5,2.0,0.0,0.0,0.0
2017,1,20,3.5,0.5,2.0,0.2,0.0,0.2
2017,1,21,7.0,-0.5,3.3,0.0,0.0,0.0
2017,1,22,5.5,3.0,4.3,0.0,0.0,0.0
2017,1,23,5.0,1.0,3.0,0.0,0.0,0.0
2017,1,24,3.5,-1.0,1.3,0.0,0.4,0.6
2017,1,25,4.5,0.0,2.3,3.0,0.0,3.0
2017,1,26,3.5,1.5,2.5,1.0,0.0,1.0
2017,1,27,1.5,-1.5,0.0,0.0,0.0,0.0
2017,1,28,0.0,-2.0,-1.0,0.0,0.2,0.2
2017,1,29,-3.0,-4.5,-3.8,0.0,0.0,0.0
2017,1,30,-3.0,-12.0,-7.5,0.0,0.4,0.0
2017,1,31,-0.5,-10.0,-5.3,0.0,2.8,2.8
2017,2,1,1.5,-7.0,-2.8,0.0,0.8,0.6
2017,2,2,-3.0,-6.0,-4.5,0.0,0.0,0.0
2017,2,3,-4.5,-9.5,-7.0,0.0,0.0,0.0
2017,2,4,-2.0,-8.5,-5.3,0.0,0.0,0.0
2017,2,5,0.5,-5.5,-2.5,0.0,0.6,0.6
2017,2,6,1.5,-8.0,-3.3,0.0,0.0,0.0
2017,2,7,4.5,-2.0,1.3,13.2,0.0,13.2
2017,2,8,-1.0,-5.0,-3.0,0.0,0.0,0.0
2017,2,9,-4.5,-12.5,-8.5,0.0,0.0,0.0
2017,2,10,-1.5,-8.0,-4.8,0.0,5.0,5.6
2017,2,11,3.5,-5.5,-1.0,0.0,2.0,1.4
2017,2,12,1.5,-5.5,-2.0,0.0,15.0,12.0
2017,2,13,0.5,-4.5,-2.0,0.0,0.0,0.0
2017,2,14,5.0,-11.0,-3.0,0.2,0.0,0.2
2017,2,15,1.0,-2.5,-0.8,0.0,0.2,0.0
2017,2,16,-3.0,-11.0,-7.0,0.0,0.0,0.0
2017,2,17,1.0,-9.0,-4.0,0.0,0.0,0.0
2017,2,18,14.0,-6.0,4.0,0.0,0.0,0.0
2017,2,19,12.0,2.0,7.0,0.0,0.0,0.0
2017,2,20,6.5,-2.0,2.3,0.0,0.0,0.0
2017,2,21,7.0,-1.0,3.0,2.8,0.0,2.8
2017,2,22,13.5,1.5,7.5,0.0,0.0,0.0
2017,2,23,17.5,5.5,11.5,2.2,0.0,2.2
2017,2,24,6.0,2.0,4.0,13.8,0.0,13.8
2017,2,25,7.0,2.5,4.8,0.0,0.0,0.0
2017,2,26,4.5,-6.0,-0.8,0.0,0.0,0.0
2017,2,27,9.0,-1.0,4.0,0.0,0.0,0.0
2017,2,28,12.0,-3.5,4.3,21.2,0.0,21.2
2017,3,1,13.5,6.0,9.8,0.8,0.2,1.0
2017,3,2,-2.0,-8.5,-5.3,0.0,0.2,0.2
2017,3,3,-5.5,-9.0,-7.3,0.0,0.2,0.2
2017,3,4,-6.0,-13.5,-9.8,0.0,0.0,0.0
2017,3,5,2.0,-14.5,-6.3,0.0,0.0,0.0
2017,3,6,9.0,-6.0,1.5,11.4,0.0,11.4
2017,3,7,13.0,2.5,7.8,2.2,0.0,2.2
2017,3,8,11.5,0.5,6.0,0.0,0.0,0.0
2017,3,9,3.0,-3.0,0.0,0.0,0.0,0.0
2017,3,10,-4.5,-9.5,-7.0,0.0,0.0,0.0
2017,3,11,-5.0,-14.5,-9.8,0.0,0.2,0.2
2017,3,12,-4.5,-15.0,-9.8,0.0,0.0,0.0
2017,3,13,-6.5,-13.5,-10.0,0.0,3.0,3.0
2017,3,14,-7.0,-12.0,-9.5,0.0,1.8,2.4
2017,3,15,-3.5,-10.5,-7.0,0.0,0.0,0.0
2017,3,16,2.5,-8.0,-2.8,0.0,0.0,0.0
2017,3,17,6.5,-8.5,-1.0,0.0,0.0,0.0
2017,3,18,2.5,-2.5,0.0,0.0,2.2,1.8
2017,3,19,9.5,-1.0,4.3,0.0,0.0,0.0
2017,3,20,6.0,-2.0,2.0,0.0,0.0,0.0
2017,3,21,13.0,-0.5,6.3,0.0,0.0,0.0
2017,3,22,-2.5,-9.5,-6.0,0.0,0.0,0.0
2017,3,23,3.5,-10.5,-3.5,5.0,0.0,5.0
2017,3,24,14.5,-0.5,7.0,7.8,0.0,7.8
2017,3,25,5.0,0.0,2.5,6.0,0.0,6.0
2017,3,26,8.5,0.0,4.3,2.8,0.0,2.8
2017,3,27,15.0,4.0,9.5,0.6,0.0,0.6
2017,3,28,9.5,4.0,6.8,0.0,0.0,0.0
2017,3,29,10.5,-2.0,4.3,0.0,0.0,0.0
2017,3,30,3.5,0.5,2.0,12.2,2.0,18.2
2017,3,31,4.0,-0.5,1.8,5.0,0.0,5.0
2017,4,1,11.0,1.0,6.0,0.0,0.0,0.0
2017,4,2,17.0,0.5,8.8,0.0,0.0,0.0
2017,4,3,12.0,4.0,8.0,16.6,0.0,16.6
2017,4,4,11.5,6.0,8.8,3.6,0.0,3.6
2017,4,5,12.0,3.0,7.5,0.8,0.0,0.8
2017,4,6,7.5,4.5,6.0,23.0,3.2,28.8
2017,4,7,5.0,-1.0,2.0,0.0,0.0,0.0
2017,4,8,13.0,-1.0,6.0,0.0,0.0,0.0
2017,4,9,19.5,-1.0,9.3,0.0,0.0,0.0
2017,4,10,23.5,7.0,15.3,4.4,0.0,4.4
2017,4,11,20.0,10.5,15.3,12.6,0.0,12.6
2017,4,12,8.0,4.5,6.3,0.0,0.0,0.0
2017,4,13,14.5,-1.5,6.5,0.0,0.0,0.0
2017,4,14,16.5,1.5,9.0,0.0,0.0,0.0
2017,4,15,20.0,4.0,12.0,6.6,0.0,6.6
2017,4,16,22.5,12.5,17.5,0.4,0.0,0.4
2017,4,17,14.5,4.0,9.3,0.0,0.0,0.0
2017,4,18,9.5,-2.0,3.8,1.2,0.0,1.2
2017,4,19,22.0,4.5,13.3,0.4,0.0,0.4
2017,4,20,10.5,4.5,7.5,18.4,0.0,18.4
2017,4,21,13.5,4.5,9.0,0.2,0.0,0.2
2017,4,22,14.5,4.0,9.3,0.0,0.0,0.0
2017,4,23,21.0,-0.5,10.3,0.0,0.0,0.0
2017,4,24,13.0,4.5,8.8,1.8,0.0,1.8
2017,4,25,11.5,5.5,8.5,1.6,0.0,1.6
2017,4,26,18.0,8.5,13.3,0.0,0.0,0.0
2017,4,27,27.0,9.5,18.3,5.4,0.0,5.4
2017,4,28,18.5,7.0,12.8,0.0,0.0,0.0
2017,4,29,15.5,5.5,10.5,2.8,0.0,2.8
2017,4,30,8.5,3.0,5.8,13.6,0.0,13.6
2017,5,1,15.5,4.5,10.0,19.6,0.0,19.6
2017,5,2,11.0,7.5,9.3,0.6,0.0,0.6
2017,5,3,15.5,3.5,9.5,0.0,0.0,0.0
2017,5,4,10.5,3.0,6.8,33.2,0.0,33.2
2017,5,5,10.5,5.5,8.0,12.2,0.0,12.2
2017,5,6,8.5,5.0,6.8,2.0,0.0,2.0
2017,5,7,11.5,3.0,7.3,0.2,0.0,0.2
2017,5,8,12.5,1.0,6.8,0.0,0.0,0.0
2017,5,9,12.5,3.5,8.0,0.0,0.0,0.0
2017,5,10,13.0,1.5,7.3,0.0,0.0,0.0
2017,5,11,15.0,4.5,9.8,0.0,0.0,0.0
2017,5,12,16.5,3.0,9.8,0.0,0.0,0.0
2017,5,13,17.5,9.5,13.5,5.1,0.0,5.1
2017,5,14,17.5,4.5,11.0,0.0,0.0,0.0
2017,5,15,19.5,6.5,13.0,0.0,0.0,0.0
2017,5,16,20.5,6.0,13.3,0.2,0.0,0.2
2017,5,17,30.0,7.5,18.8,0.0,0.0,0.0
2017,5,18,30.5,19.0,24.8,2.0,0.0,2.0
2017,5,19,15.0,7.0,11.0,0.0,0.0,0.0
2017,5,20,17.5,6.0,11.8,0.6,0.0,0.6
2017,5,21,14.0,10.0,12.0,13.8,0.0,13.8
2017,5,22,17.5,11.5,14.5,0.0,0.0,0.0
2017,5,23,22.5,7.0,14.8,0.0,0.0,0.0
2017,5,24,23.0,11.0,17.0,15.4,0.0,15.4
2017,5,25,15.5,10.0,12.8,25.0,0.0,25.0
2017,5,26,19.0,11.0,15.0,0.0,0.0,0.0
2017,5,27,20.5,13.5,17.0,0.0,0.0,0.0
2017,5,28,21.5,9.5,15.5,0.4,0.0,0.4
2017,5,29,26.0,15.0,20.5,3.8,0.0,3.8
2017,5,30,22.5,12.0,17.3,9.4,0.0,9.4
2017,5,31,23.5,9.5,16.5,0.0,0.0,0.0
2017,6,1,18.0,9.5,13.8,1.0,0.0,1.0
2017,6,2,21.0,8.0,14.5,0.0,0.0,0.0
2017,6,3,25.0,9.5,17.3,6.4,0.0,6.4
2017,6,4,20.0,11.5,15.8,4.4,0.0,4.4
2017,6,5,17.0,12.0,14.5,1.2,0.0,1.2
2017,6,6,17.0,13.0,15.0,0.2,0.0,0.2
2017,6,7,22.5,7.0,14.8,0.0,0.0,0.0
2017,6,8,25.0,7.5,16.3,0.0,0.0,0.0
2017,6,9,27.0,10.5,18.8,0.0,0.0,0.0
2017,6,10,28.5,12.5,20.5,0.0,0.0,0.0
2017,6,11,33.5,21.0,27.3,0.0,0.0,0.0
2017,6,12,32.5,19.5,26.0,0.0,0.0,0.0
2017,6,13,24.0,18.0,21.0,0.0,0.0,0.0
2017,6,14,24.0,14.0,19.0,0.0,0.0,0.0
2017,6,15,23.0,14.0,18.5,0.0,0.0,0.0
2017,6,16,30.5,16.0,23.3,4.4,0.0,4.4
2017,6,17,28.5,18.0,23.3,64.6,0.0,64.6
2017,6,18,29.5,18.0,23.8,2.6,0.0,2.6
2017,6,19,26.5,17.0,21.8,0.6,0.0,0.6
2017,6,20,23.0,16.0,19.5,5.4,0.0,5.4
2017,6,21,23.5,12.5,18.0,0.0,0.0,0.0
2017,6,22,24.0,10.5,17.3,39.4,0.0,39.4
2017,6,23,25.0,18.0,21.5,1.0,0.0,1.0
2017,6,24,25.0,13.5,19.3,0.0,0.0,0.0
2017,6,25,23.0,13.5,18.3,2.4,0.0,2.4
2017,6,26,22.0,13.0,17.5,4.6,0.0,4.6
2017,6,27,20.0,9.0,14.5,3.2,0.0,3.2
2017,6,28,24.5,9.5,17.0,3.4,0.0,3.4
2017,6,29,27.0,14.5,20.8,4.8,0.0,4.8
2017,6,30,28.0,19.5,23.8,1.0,0.0,1.0
2017,7,1,26.0,19.0,22.5,0.5,0.0,0.5
2017,7,2,27.5,13.0,20.3,2.4,0.0,2.4
2017,7,3,25.5,13.0,19.3,0.0,0.0,0.0
2017,7,4,26.0,12.5,19.3,0.0,0.0,0.0
2017,7,5,27.0,11.5,19.3,0.0,0.0,0.0
2017,7,6,29.5,13.0,21.3,0.0,0.0,0.0
2017,7,7,28.0,18.0,23.0,12.8,0.0,12.8
2017,7,8,24.0,16.5,20.3,0.0,0.0,0.0
2017,7,9,26.5,13.5,20.0,6.4,0.0,6.4
2017,7,10,25.5,16.0,20.8,1.0,0.0,1.0
2017,7,11,28.5,15.5,22.0,0.0,0.0,0.0
2017,7,12,28.0,17.5,22.8,6.2,0.0,6.2
2017,7,13,19.0,15.0,17.0,0.2,0.0,0.2
2017,7,14,26.5,15.5,21.0,0.0,0.0,0.0
2017,7,15,29.0,17.0,23.0,0.0,0.0,0.0
2017,7,16,26.5,15.5,21.0,2.6,0.0,2.6
2017,7,17,26.5,19.0,22.8,2.0,0.0,2.0
2017,7,18,28.0,15.0,21.5,0.0,0.0,0.0
2017,7,19,31.0,17.0,24.0,0.0,0.0,0.0
2017,7,20,24.5,14.0,19.3,38.0,0.0,38.0
2017,7,21,29.0,15.5,22.3,0.0,0.0,0.0
2017,7,22,26.0,19.0,22.5,1.6,0.0,1.6
2017,7,23,24.0,19.0,21.5,0.2,0.0,0.2
2017,7,24,22.5,17.0,19.8,3.4,0.0,3.4
2017,7,25,24.5,15.5,20.0,0.0,0.0,0.0
2017,7,26,22.5,12.0,17.3,11.2,0.0,11.2
2017,7,27,27.5,17.0,22.3,3.4,0.0,3.4
2017,7,28,23.0,16.5,19.8,0.0,0.0,0.0
2017,7,29,27.5,14.0,20.8,0.0,0.0,0.0
2017,7,30,29.5,19.0,24.3,0.0,0.0,0.0
2017,7,31,30.0,15.5,22.8,0.0,0.0,0.0
2017,8,1,30.5,17.0,23.8,0.0,0.0,0.0
2017,8,2,30.0,11.0,20.5,58.8,0.0,58.8
2017,8,3,28.0,18.0,23.0,0.4,0.0,0.4
2017,8,4,26.0,19.5,22.8,30.0,0.0,30.0
